Идентификатор События;Тип События;Идентификатор Пользователя;Дата/Время;Источник ;Тип Устройства;Успешный ли звонок;Кол-во Просмотренных Страниц;Сумма заказа
f3f50208-5799-41a8-afbf-1c4ce0df27e5;2;703425b9-9a79-413e-b176-732726b894d6;2024-03-22 21:50:00;Опера;;False;;
5228571a-9009-43b6-811c-c987d8aeab9a;1;4c83cc4f-a299-4c8c-ad9f-683888707d89;2024-03-22 21:50:00;Фейсбук;Десктоп;;87;
7e6a018f-6eda-430c-9e9f-4d56b4f7e74c;2;4c83cc4f-a299-4c8c-ad9f-683888707d89;2024-03-22 21:50:00;Гугл;;False;;
4c71d2b3-2d90-4d35-a21c-bd2326629c2a;1;112c3b9c-0814-4fae-b35e-793dc211b770;2024-03-22 21:50:00;Гугл;Телефон;;1;
bb71aba7-e13d-4a12-a86d-525124ad58cb;2;112c3b9c-0814-4fae-b35e-793dc211b770;2024-03-22 21:50:00;Гугл;;False;;
5456f75d-5492-4a61-854e-e6a0dea025b3;1;6a56af37-126a-471a-aaed-8ac542be8513;2024-03-22 21:50:00;Яндекс;Телефон;;75;
e1e7bfe2-5206-4d83-a172-1d535453728f;2;6a56af37-126a-471a-aaed-8ac542be8513;2024-03-22 21:50:00;Опера;;True;;
efc141ae-3b28-4393-ac9d-5daa361703ab;3;6a56af37-126a-471a-aaed-8ac542be8513;2024-03-22 21:50:00;;;;;4427334
ec53c767-5e92-49a1-a936-ed2791078200;1;b9654233-67df-4bcf-83ff-f101d61d378e;2024-03-22 21:50:00;Опера;Телефон;;20;
c92721e4-37cf-4635-84c1-0752997bb861;2;b9654233-67df-4bcf-83ff-f101d61d378e;2024-03-22 21:50:00;Яндекс;;False;;
df81a722-eff2-441f-b086-828cb5aa228d;1;ea4cd456-4437-4d92-a983-3ec0465866ba;2024-03-22 21:50:00;Опера;Десктоп;;83;
21a6eee6-c3ab-4023-884a-4bd5192fbbf4;2;ea4cd456-4437-4d92-a983-3ec0465866ba;2024-03-22 21:50:00;Фейсбук;;True;;
4acf5423-df99-4e2a-b1a9-36b703dbf026;3;ea4cd456-4437-4d92-a983-3ec0465866ba;2024-03-22 21:50:00;;;;;7635191
3b2ecd73-4924-47b1-9746-55714b6b4ccb;4;ea4cd456-4437-4d92-a983-3ec0465866ba;2024-03-22 21:50:00;;;;;7118069
bb2f0ea5-22b1-41b1-bcc4-3b5ce20d1428;1;5d86317d-d6f7-40ce-b504-0b194c8b1544;2024-03-22 21:50:00;Яндекс;Планшет;;66;
96784014-6509-4953-8692-af2c74756309;2;5d86317d-d6f7-40ce-b504-0b194c8b1544;2024-03-22 21:50:00;Опера;;True;;
b9c13b2f-c996-4bfc-9326-bff18c6c7cee;3;5d86317d-d6f7-40ce-b504-0b194c8b1544;2024-03-22 21:50:00;;;;;8576384
a0e1f0b0-bc68-4cf2-97b2-0fbdd26576fb;1;5f26e919-81e3-4208-bdaa-a593bca68bfa;2024-03-22 21:50:00;Яндекс;Десктоп;;35;
53e4d2da-8aa6-4dcb-8527-d7a2e6939eec;2;5f26e919-81e3-4208-bdaa-a593bca68bfa;2024-03-22 21:50:00;Гугл;;True;;
534b7cc3-3d64-4f08-a208-04ea8644ee32;3;5f26e919-81e3-4208-bdaa-a593bca68bfa;2024-03-22 21:50:00;;;;;3197107
3d8443ff-894a-439a-a1d1-199cd245909b;4;5f26e919-81e3-4208-bdaa-a593bca68bfa;2024-03-22 21:50:00;;;;;5227463
da8d9b1d-c099-4971-9eb4-bd9be98b13cb;1;36808e36-2723-43ee-8914-51980ba19aa3;2024-03-22 21:50:00;Фейсбук;Телефон;;11;
5cdc20f0-ea94-42c0-a343-540dc1bcda0a;2;36808e36-2723-43ee-8914-51980ba19aa3;2024-03-22 21:50:00;Инстаграмм;;False;;
66a8c3ef-d44c-4072-9545-5eeae24206bc;1;aa7f57b4-23af-498f-844a-2b9568a023f7;2024-03-22 21:50:00;Опера;Телефон;;25;
4d116703-2db1-4729-a224-71a54c1291b5;2;aa7f57b4-23af-498f-844a-2b9568a023f7;2024-03-22 21:50:00;Фейсбук;;False;;
b8b7af07-0c42-4b2e-b998-c50776ad7759;1;f1222a01-c4bd-4170-92d7-89a8144696b3;2024-03-22 21:50:00;Яндекс;Телефон;;100;
63686b36-4fa2-4606-a7d0-e5d2003255a8;2;f1222a01-c4bd-4170-92d7-89a8144696b3;2024-03-22 21:50:00;Фейсбук;;True;;
f84ec935-ae5f-4c75-9634-61827eef1276;3;f1222a01-c4bd-4170-92d7-89a8144696b3;2024-03-22 21:50:00;;;;;4621021
424f63db-b280-4793-aeea-21a5382e148b;4;f1222a01-c4bd-4170-92d7-89a8144696b3;2024-03-22 21:50:00;;;;;4563839
0925dd0e-00c8-415d-b4c5-61685b6931b4;1;172ae4aa-2d47-45d4-88f0-0a9407096d55;2024-03-22 21:50:00;Фейсбук;Телефон;;95;
a38bed0a-8028-4edb-901d-5a10d7bdefb5;2;172ae4aa-2d47-45d4-88f0-0a9407096d55;2024-03-22 21:50:00;Гугл;;True;;
1998b39f-4f3f-4636-830c-8e1928e58ce2;3;172ae4aa-2d47-45d4-88f0-0a9407096d55;2024-03-22 21:50:00;;;;;3884549
aa5bd2c5-5712-4af7-a0d5-cb5aa6ba0621;4;172ae4aa-2d47-45d4-88f0-0a9407096d55;2024-03-22 21:50:00;;;;;7850800
a1510677-3e2a-4da1-8508-ef0264657659;1;22fb7a42-7662-444e-9557-6c51d41eeef2;2024-03-22 21:50:00;Фейсбук;Телефон;;15;
aebd6972-a246-488b-8614-cc0023215bef;2;22fb7a42-7662-444e-9557-6c51d41eeef2;2024-03-22 21:50:00;Инстаграмм;;True;;
e669c838-a669-40f8-9447-c5535f6e02af;3;22fb7a42-7662-444e-9557-6c51d41eeef2;2024-03-22 21:50:00;;;;;4111877
37039f7c-61ba-4612-994c-fe214d90c758;4;22fb7a42-7662-444e-9557-6c51d41eeef2;2024-03-22 21:50:00;;;;;540155
3b5cfaf3-dace-4e70-8cad-950726550ecf;1;c483e8b9-b523-49bf-b01e-9e5dd3d892cc;2024-03-22 21:50:00;Яндекс;Телефон;;56;
9b355c0d-4cd1-4577-848c-8d4e6bbf3741;2;c483e8b9-b523-49bf-b01e-9e5dd3d892cc;2024-03-22 21:50:00;Опера;;False;;
c62b0b5a-c32f-4fa7-bd17-04549e60e887;1;cff0c33a-1766-481b-9135-261fcd687e4a;2024-03-22 21:50:00;Гугл;Десктоп;;26;
637f0131-105d-4326-aed7-3fdc8d0363c5;2;cff0c33a-1766-481b-9135-261fcd687e4a;2024-03-22 21:50:00;Фейсбук;;True;;
24f0aa49-0fb8-47b1-bebc-257493b67a07;3;cff0c33a-1766-481b-9135-261fcd687e4a;2024-03-22 21:50:00;;;;;9876382
cd93a573-785e-4917-a889-e2dabbab2124;4;cff0c33a-1766-481b-9135-261fcd687e4a;2024-03-22 21:50:00;;;;;183321
22017df4-c304-45ae-8e69-befb940aeebc;1;3fcb3db7-db5f-40d4-8eba-09124eaca47b;2024-03-22 21:50:00;Инстаграмм;Планшет;;40;
663a5d90-9667-42eb-9132-e7ebc5b88f56;2;3fcb3db7-db5f-40d4-8eba-09124eaca47b;2024-03-22 21:50:00;Опера;;True;;
e540933c-6f33-491d-9708-622f687a9eb3;3;3fcb3db7-db5f-40d4-8eba-09124eaca47b;2024-03-22 21:50:00;;;;;292200
d19e246c-e243-4a9f-adb5-80a7e3d63e68;4;3fcb3db7-db5f-40d4-8eba-09124eaca47b;2024-03-22 21:50:00;;;;;6949751
eee7d2ec-5a03-424e-bda2-8d77f9466e95;1;acdd4357-7c28-422a-b473-355e0f71ab46;2024-03-22 21:50:00;Фейсбук;Планшет;;66;
a0338dbd-0239-4790-9720-256e81ab84a3;1;34b5d77d-fdfe-4757-bc15-8729153901d4;2024-03-22 21:50:00;Фейсбук;Десктоп;;25;
7738ba66-0761-41e6-9cd2-51ed0e819af9;1;86240fbe-e1c5-467f-a525-3686baa74032;2024-03-22 21:50:00;Яндекс;Телефон;;1;
208db5c0-059f-4387-aa71-d3f31aef9197;1;4477d369-4d74-418b-af78-bcfcd4c33513;2024-03-22 21:50:00;Опера;Телефон;;48;
c874d65e-7e5f-4257-92f5-e94b6c51caa4;1;fa3c6212-6dd3-4a76-9064-b588bcc60846;2024-03-22 21:50:00;Опера;Планшет;;82;
bd681761-7063-4c4e-89f5-be0dffe1b9e9;2;fa3c6212-6dd3-4a76-9064-b588bcc60846;2024-03-22 21:50:00;Яндекс;;True;;
3c08760b-29fa-4755-aa6d-1b4d9113323c;3;fa3c6212-6dd3-4a76-9064-b588bcc60846;2024-03-22 21:50:00;;;;;2804191
50be9997-4369-4357-82c1-b44722fba534;1;58735c9f-f39b-4004-8b4b-87c4a7b75b85;2024-03-22 21:50:00;Инстаграмм;Планшет;;5;
70af8faf-361b-49af-9ead-5a755a2e9d84;2;58735c9f-f39b-4004-8b4b-87c4a7b75b85;2024-03-22 21:50:00;Фейсбук;;True;;
61d6f3ae-f046-4c0e-9e66-7b627b26c45d;3;58735c9f-f39b-4004-8b4b-87c4a7b75b85;2024-03-22 21:50:00;;;;;8259207
3cdc0ee3-4616-4524-8a21-ba39bbd509e1;4;58735c9f-f39b-4004-8b4b-87c4a7b75b85;2024-03-22 21:50:00;;;;;7803589
7e112fc3-ba85-4ba5-93a9-3f64cac6619c;1;313c2c56-8231-47f1-a6bb-36a31fde4623;2024-03-22 21:50:00;Инстаграмм;Телефон;;78;
2e5a466e-7954-4050-9a23-651b5408abed;1;8bcfcbc4-f790-48cc-b793-ab6fdaf83321;2024-03-22 21:50:00;Яндекс;Телефон;;4;
e6573893-9712-440b-aee8-40d098d9f272;2;8bcfcbc4-f790-48cc-b793-ab6fdaf83321;2024-03-22 21:50:00;Яндекс;;True;;
b7387cc2-a2ae-4e82-a632-1478d75c8fff;3;8bcfcbc4-f790-48cc-b793-ab6fdaf83321;2024-03-22 21:50:00;;;;;3429808
7e4797cd-5d86-4c54-9236-b984d0172afd;1;f55f6df4-30a5-4947-9605-0814db672c34;2024-03-22 21:50:00;Фейсбук;Десктоп;;75;
7831e5b0-fe31-4b46-8059-dc58525b18a2;1;55fb02fe-a80c-4b08-9739-759fa3b62b73;2024-03-22 21:50:00;Гугл;Телефон;;84;
6b9e58d5-5ec9-469f-8254-a69477537f01;1;129c3376-9cce-4372-8807-32b27c78a320;2024-03-22 21:50:00;Яндекс;Десктоп;;48;
33c14665-b57b-4713-9d52-b624cd99b85a;2;129c3376-9cce-4372-8807-32b27c78a320;2024-03-22 21:50:00;Яндекс;;True;;
2fee3abd-28fe-4b98-b7fb-68edaa8cfd35;3;129c3376-9cce-4372-8807-32b27c78a320;2024-03-22 21:50:00;;;;;7697155
7dbaed31-bbf5-4d5f-9797-2fe5ff9ed05a;1;f105807f-31e8-4208-ba8d-1023c9adc7d7;2024-03-22 21:50:00;Опера;Телефон;;83;
c0597f83-5fc8-44e7-a1e1-c1f2c8a289e7;2;f105807f-31e8-4208-ba8d-1023c9adc7d7;2024-03-22 21:50:00;Гугл;;False;;
8d890cfa-48f0-460f-864e-4cfad971f01f;1;eeb01665-b037-428f-8be5-d76fa42d80f4;2024-03-22 21:50:00;Яндекс;Планшет;;35;
60c6c3f3-78ea-4162-97cd-5f61ccdbb039;1;0462784e-445a-49c3-a063-70326c4d239e;2024-03-22 21:50:00;Инстаграмм;Планшет;;37;
96fb4146-3499-4025-b603-d297f52032a6;2;0462784e-445a-49c3-a063-70326c4d239e;2024-03-22 21:50:00;Яндекс;;True;;
6863d23f-c775-414d-8c8c-771b89c573ce;3;0462784e-445a-49c3-a063-70326c4d239e;2024-03-22 21:50:00;;;;;5840885
bd189838-38b8-45ec-af45-b32238ef3299;4;0462784e-445a-49c3-a063-70326c4d239e;2024-03-22 21:50:00;;;;;3271618
2766a08b-fb5f-4718-8a46-beda0f84d849;1;4bb36ee6-68ff-42ca-8193-abbd85886fc4;2024-03-22 21:50:00;Гугл;Десктоп;;81;
392f78a3-4e2f-474b-9f2a-bb7b5f8a731c;2;4bb36ee6-68ff-42ca-8193-abbd85886fc4;2024-03-22 21:50:00;Опера;;False;;
93af0ec9-bfc9-4d4c-b339-7d105287316a;1;6b556c55-c0c3-4a5c-9fae-a9302d632b1c;2024-03-22 21:50:00;Гугл;Телефон;;50;
4b277c55-384f-4f38-bb2d-0426ca22945c;2;6b556c55-c0c3-4a5c-9fae-a9302d632b1c;2024-03-22 21:50:00;Яндекс;;False;;
f366c42b-1fec-4f62-b915-848b591fa078;1;c3cb1d47-4d35-45f0-ac89-2e001ea73271;2024-03-22 21:50:00;Фейсбук;Десктоп;;19;
a31cc20e-b129-46b2-8807-cb462ecba95e;2;c3cb1d47-4d35-45f0-ac89-2e001ea73271;2024-03-22 21:50:00;Опера;;False;;
71e1205d-db62-4317-87ed-9d9b4c479308;1;1ca39040-c4c1-45b9-9732-7b00a1dd56ce;2024-03-22 21:50:00;Инстаграмм;Десктоп;;80;
eb707a2e-105d-43f9-9fdf-2cca98e47d52;2;1ca39040-c4c1-45b9-9732-7b00a1dd56ce;2024-03-22 21:50:00;Опера;;True;;
567857c2-2863-447f-aff0-1139d39a803d;3;1ca39040-c4c1-45b9-9732-7b00a1dd56ce;2024-03-22 21:50:00;;;;;2457323
a090ee46-8b6f-4ebb-ba2e-5439ea75971f;4;1ca39040-c4c1-45b9-9732-7b00a1dd56ce;2024-03-22 21:50:00;;;;;342077
f534f492-a87f-4bda-b2a7-674bca17b7db;1;ba47699a-69ad-4754-88c4-1557eb104481;2024-03-22 21:50:00;Фейсбук;Десктоп;;86;
fadf004f-a78d-4253-a4f0-03dfeaf669c0;2;ba47699a-69ad-4754-88c4-1557eb104481;2024-03-22 21:50:00;Инстаграмм;;False;;
2cfbf65c-9ac0-4db6-a05d-f4021e893ac1;1;a0f7060f-18af-40cf-ae85-6444c30a3f29;2024-03-22 21:50:00;Опера;Телефон;;11;
4870a64d-8575-4a01-8e60-76636c9bd3a8;1;37a02c34-1082-4f61-9c81-ebe9b5c2baa9;2024-03-22 21:50:00;Опера;Планшет;;80;
42c2046c-86c4-4017-b1ad-7ff6e4720dba;2;37a02c34-1082-4f61-9c81-ebe9b5c2baa9;2024-03-22 21:50:00;Инстаграмм;;True;;
45a9e7d2-af6f-414b-90f3-4c8b8e0f5c7c;3;37a02c34-1082-4f61-9c81-ebe9b5c2baa9;2024-03-22 21:50:00;;;;;8155404
f55f6e33-3e49-478c-86d9-d33718d9bf88;4;37a02c34-1082-4f61-9c81-ebe9b5c2baa9;2024-03-22 21:50:00;;;;;9833499
18ba52f1-d842-41b8-9340-93e8aab13450;1;bade7dc1-7595-4c59-996e-9ad2b4dea8b5;2024-03-22 21:50:00;Опера;Планшет;;36;
9cd25239-b0e0-4b16-8bcd-7abc197eb530;2;bade7dc1-7595-4c59-996e-9ad2b4dea8b5;2024-03-22 21:50:00;Инстаграмм;;True;;
8092edbb-888c-432c-9140-685e2216e5b3;3;bade7dc1-7595-4c59-996e-9ad2b4dea8b5;2024-03-22 21:50:00;;;;;8046238
807a5e71-6b59-45a5-9274-f6842f7b4766;4;bade7dc1-7595-4c59-996e-9ad2b4dea8b5;2024-03-22 21:50:00;;;;;556303
9fe0d7a1-b2e5-4381-804a-f62385c9e83f;1;9875d574-3f89-4948-be46-ec3990451157;2024-03-22 21:50:00;Фейсбук;Десктоп;;94;
24faeb26-86c3-40ef-acd6-5de2de2f94c1;2;9875d574-3f89-4948-be46-ec3990451157;2024-03-22 21:50:00;Инстаграмм;;False;;
c6fea065-4153-4655-85e7-3024fa592154;1;01385ce5-44a8-4856-ad36-349125009ab6;2024-03-22 21:50:00;Опера;Планшет;;20;
7fff04a5-a587-49ac-ab84-7c07b121784b;2;01385ce5-44a8-4856-ad36-349125009ab6;2024-03-22 21:50:00;Фейсбук;;True;;
14c01d1d-f641-41ab-8729-5f7acdef0f35;3;01385ce5-44a8-4856-ad36-349125009ab6;2024-03-22 21:50:00;;;;;3146033
df158b3c-add1-412a-88de-78803d246129;4;01385ce5-44a8-4856-ad36-349125009ab6;2024-03-22 21:50:00;;;;;1165096
dfe4e526-68c7-447f-bd60-48739b1a8e0c;1;ca70f79c-611d-4b94-99a9-de04c1daf007;2024-03-22 21:50:00;Фейсбук;Планшет;;32;
83ab089e-b5c3-45c4-be6d-2c9f4c5700b4;1;41aad918-0bfd-44aa-ac38-238a9cd51ac4;2024-03-22 21:50:00;Опера;Десктоп;;63;
36fba65e-c01a-44fc-82d0-e2511145a22d;1;02f0d573-af1d-432c-9be5-5e3b230005c0;2024-03-22 21:50:00;Опера;Телефон;;51;
15ac9098-f9ac-498c-bbb9-258f49fb0abd;1;783fee92-689a-4606-9329-b69424eabcd2;2024-03-22 21:50:00;Опера;Планшет;;37;
f8e32d1b-d4ca-4fc8-b2ea-9c73e6e891f5;2;783fee92-689a-4606-9329-b69424eabcd2;2024-03-22 21:50:00;Гугл;;True;;
055f2025-4f5d-44dc-a62d-96482ed23968;3;783fee92-689a-4606-9329-b69424eabcd2;2024-03-22 21:50:00;;;;;1565756
034bcf48-d2eb-4795-9c99-8cd9f33ae214;1;2e4bd90a-65b9-4598-8b94-12846fc548f9;2024-03-22 21:50:00;Инстаграмм;Планшет;;62;
f2d3976c-7085-497c-9281-fc1ae60577fc;2;2e4bd90a-65b9-4598-8b94-12846fc548f9;2024-03-22 21:50:00;Фейсбук;;True;;
da42f53d-eacc-4576-82d2-18d04d8f2e70;3;2e4bd90a-65b9-4598-8b94-12846fc548f9;2024-03-22 21:50:00;;;;;7875635
870c4f69-844b-4105-ab2d-32111d5ddaee;1;b1df9215-c794-4871-ab2a-66fcc394db85;2024-03-22 21:50:00;Опера;Десктоп;;42;
bda9730d-655f-49c5-8d6e-c7f6533f9030;2;b1df9215-c794-4871-ab2a-66fcc394db85;2024-03-22 21:50:00;Яндекс;;False;;
fd6e1cf3-a18e-4049-a84a-ec09e0c296a2;1;7f8dfba4-69df-494b-8d02-f6e30f0a8373;2024-03-22 21:50:00;Инстаграмм;Телефон;;87;
5cf426b0-0014-4e04-af08-6c23b576112f;1;e8fae5cf-6991-4672-8f26-b3a0536740de;2024-03-22 21:50:00;Опера;Планшет;;84;
97fb1a31-d69d-497f-842c-04001ff30166;2;e8fae5cf-6991-4672-8f26-b3a0536740de;2024-03-22 21:50:00;Инстаграмм;;True;;
e7972305-c6d3-44fe-83e6-e4d91be6f718;3;e8fae5cf-6991-4672-8f26-b3a0536740de;2024-03-22 21:50:00;;;;;7642317
6e25ed19-fef0-49cd-96e4-a5a789d7c843;1;e000521c-bbb1-4c0f-adbf-8c7b863b5d09;2024-03-22 21:50:00;Фейсбук;Телефон;;79;
76fb2bf4-0c6c-48cd-8a78-fddc1bfee929;2;e000521c-bbb1-4c0f-adbf-8c7b863b5d09;2024-03-22 21:50:00;Опера;;True;;
0b06ac1a-95b5-4ff8-8aa1-d61098bb64c1;3;e000521c-bbb1-4c0f-adbf-8c7b863b5d09;2024-03-22 21:50:00;;;;;1942692
8366cc7c-8bcb-4470-9bb8-36b2d96d26ec;4;e000521c-bbb1-4c0f-adbf-8c7b863b5d09;2024-03-22 21:50:00;;;;;8048262
f202ed1e-8fac-4278-8b78-5a31943c51f3;1;700c752f-3f4b-4249-83c0-8c68c6cb4be0;2024-03-22 21:50:00;Инстаграмм;Планшет;;39;
b1ad2b26-45c9-4076-b271-1137f9467aa9;1;4eab81ac-108f-4051-8043-b4b85c453078;2024-03-22 21:50:00;Инстаграмм;Десктоп;;98;
7885fe71-7748-4310-997a-6244bf09ce68;2;4eab81ac-108f-4051-8043-b4b85c453078;2024-03-22 21:50:00;Опера;;True;;
36a240a8-370d-42ce-80bb-afb88de15bf4;3;4eab81ac-108f-4051-8043-b4b85c453078;2024-03-22 21:50:00;;;;;2391776
f0f97a1a-7b79-4000-81fc-ff25ece067c7;4;4eab81ac-108f-4051-8043-b4b85c453078;2024-03-22 21:50:00;;;;;1121939
5326d5a4-28a9-4f80-95e7-9b60cdefde61;1;5108ee7c-7591-4fcf-983a-b709666b2992;2024-03-22 21:50:00;Гугл;Планшет;;81;
a331dd01-cdb0-4624-9b88-f6e003a2316d;2;5108ee7c-7591-4fcf-983a-b709666b2992;2024-03-22 21:50:00;Фейсбук;;True;;
81dc94e1-7f0e-4a83-8758-ded9c349f696;3;5108ee7c-7591-4fcf-983a-b709666b2992;2024-03-22 21:50:00;;;;;4821294
d46b0541-06ab-4313-b741-79db92147dd5;4;5108ee7c-7591-4fcf-983a-b709666b2992;2024-03-22 21:50:00;;;;;6846755
c7377dc2-7300-46c9-87a5-8b239d88211e;1;a12f138e-ccad-470c-bd7f-62ee9c4fb484;2024-03-22 21:50:00;Фейсбук;Телефон;;63;
7ac97189-4a48-466b-9e75-02170bb81f4b;2;a12f138e-ccad-470c-bd7f-62ee9c4fb484;2024-03-22 21:50:00;Гугл;;False;;
ab88f154-dbb0-4d20-8499-7e65e43ec440;1;346ea30c-ad4e-4533-89fc-317b3b9f3ade;2024-03-22 21:50:00;Опера;Десктоп;;88;
ed2b0e10-76d9-41d3-b484-e40e2e821073;1;e698101e-fe9d-4a51-bfba-129e3d71933c;2024-03-22 21:50:00;Опера;Телефон;;30;
4d052f7b-8c8d-41aa-85f9-287ef38dd8d9;2;e698101e-fe9d-4a51-bfba-129e3d71933c;2024-03-22 21:50:00;Яндекс;;True;;
459ce3f2-26ff-446a-a557-3aafbaf73735;3;e698101e-fe9d-4a51-bfba-129e3d71933c;2024-03-22 21:50:00;;;;;260462
b7e22e2d-f1cc-4ea9-9c73-267829a8ea16;4;e698101e-fe9d-4a51-bfba-129e3d71933c;2024-03-22 21:50:00;;;;;3380627
f8dc56b8-b103-4a12-b56f-79c033e58266;1;b71566a5-f2b9-4010-899d-285edfcfc856;2024-03-22 21:50:00;Фейсбук;Десктоп;;93;
35dd185b-1dee-44c9-84cd-52c675f1f540;2;b71566a5-f2b9-4010-899d-285edfcfc856;2024-03-22 21:50:00;Фейсбук;;False;;
948a8795-8fa0-4a4a-9e5e-961545fb951a;1;0fd2e94a-3ea9-4d53-b6a4-f8a9973ef050;2024-03-22 21:50:00;Яндекс;Телефон;;71;
6c14880a-6bb2-4755-8d2b-f5e63815c3a8;2;0fd2e94a-3ea9-4d53-b6a4-f8a9973ef050;2024-03-22 21:50:00;Яндекс;;True;;
a0cda53e-f78c-4bbd-add2-50f6441071be;3;0fd2e94a-3ea9-4d53-b6a4-f8a9973ef050;2024-03-22 21:50:00;;;;;4723466
30cbf857-cf35-442b-803b-7050358101a9;1;f24a7236-7089-43e7-ad1b-2c73da17f6a7;2024-03-22 21:50:00;Фейсбук;Телефон;;18;
345b46ba-c43b-41c8-afe2-bd2e59072c69;1;35115ef2-f8eb-476c-99fc-8f7e0c7350b4;2024-03-22 21:50:00;Инстаграмм;Телефон;;19;
0025ba99-c265-48d9-b83a-0ba9c630c66a;2;35115ef2-f8eb-476c-99fc-8f7e0c7350b4;2024-03-22 21:50:00;Фейсбук;;True;;
9c91e6e5-4807-4eab-a35b-f094f02dc1fa;3;35115ef2-f8eb-476c-99fc-8f7e0c7350b4;2024-03-22 21:50:00;;;;;4143016
ceb3608f-8a96-469d-9117-ef5f7423eaee;1;0eba11e4-2c5a-46ea-baa7-8abfed63e343;2024-03-22 21:50:00;Инстаграмм;Планшет;;17;
3dbb9c7d-72ed-42c2-8f49-dc301c6fbd5b;2;0eba11e4-2c5a-46ea-baa7-8abfed63e343;2024-03-22 21:50:00;Яндекс;;True;;
ced213c2-96f8-42b2-9767-7df603c48031;3;0eba11e4-2c5a-46ea-baa7-8abfed63e343;2024-03-22 21:50:00;;;;;1404892
856407eb-b2d5-4fae-a29c-c96be1eab7a3;4;0eba11e4-2c5a-46ea-baa7-8abfed63e343;2024-03-22 21:50:00;;;;;5399260
3b95cccc-d8a2-4524-a07e-5366e3efd95c;1;3db0b6af-73a5-4433-8d34-0004cff465c4;2024-03-22 21:50:00;Фейсбук;Телефон;;62;
30509dcc-93b1-4e00-aa37-a6071ecc5832;2;3db0b6af-73a5-4433-8d34-0004cff465c4;2024-03-22 21:50:00;Гугл;;False;;
24d4ffa3-4c5a-4384-8505-b04388567bdf;1;d73ce002-db6b-411a-83f9-bc28e0218c38;2024-03-22 21:50:00;Яндекс;Телефон;;43;
666d41d4-7dfd-4517-8ca3-6c8135a97e3a;2;d73ce002-db6b-411a-83f9-bc28e0218c38;2024-03-22 21:50:00;Опера;;False;;
38302ed2-f330-4144-b178-5498af593a4d;1;c656ad47-f643-4f49-af5b-771bc51d0d92;2024-03-22 21:50:00;Фейсбук;Десктоп;;3;
f8852f34-3202-4907-8f1d-6e3c072f6a14;2;c656ad47-f643-4f49-af5b-771bc51d0d92;2024-03-22 21:50:00;Опера;;True;;
f9ab262d-98ae-4df4-9a12-c316cd736dbf;3;c656ad47-f643-4f49-af5b-771bc51d0d92;2024-03-22 21:50:00;;;;;5767011
1be63988-3fb9-4c76-8cb4-de292cd922cc;1;ff9a6a64-5466-4839-8be1-b318cbbc66eb;2024-03-22 21:50:00;Опера;Десктоп;;73;
96ae3490-4243-443c-843e-e23f063d3472;1;bc2d9e1e-7c76-42b2-8621-3fafea9a2042;2024-03-22 21:50:00;Опера;Десктоп;;91;
cb7d2037-dfce-4268-9c3a-9a556c5d357c;2;bc2d9e1e-7c76-42b2-8621-3fafea9a2042;2024-03-22 21:50:00;Опера;;True;;
30c3bbd3-8376-42b1-b3f6-47ae6f7a572b;3;bc2d9e1e-7c76-42b2-8621-3fafea9a2042;2024-03-22 21:50:00;;;;;5597875
86bc0665-b792-4d56-86ba-133f2d58b454;4;bc2d9e1e-7c76-42b2-8621-3fafea9a2042;2024-03-22 21:50:00;;;;;6407289
739b47f8-98d3-4f6e-8ef2-b2d1ee0dfe25;1;028ad4dd-f117-46e4-8188-7831aacded21;2024-03-22 21:50:00;Яндекс;Планшет;;37;
a9ba830a-8238-44a9-89e6-a4188fa226fd;2;028ad4dd-f117-46e4-8188-7831aacded21;2024-03-22 21:50:00;Яндекс;;True;;
90dd3673-3032-40ba-aa71-9fbed90b0107;3;028ad4dd-f117-46e4-8188-7831aacded21;2024-03-22 21:50:00;;;;;4205511
408e0f38-80ac-4445-b48d-c64d2ca2c622;4;028ad4dd-f117-46e4-8188-7831aacded21;2024-03-22 21:50:00;;;;;1033822
0fb61227-1888-4c73-b6ce-8483d23734f2;1;dd432b63-3b05-4c6c-aaf8-7f711f7acae7;2024-03-22 21:50:00;Фейсбук;Десктоп;;11;
7a3d1d79-0944-4b85-a0f2-319801b99bf6;2;dd432b63-3b05-4c6c-aaf8-7f711f7acae7;2024-03-22 21:50:00;Яндекс;;True;;
7085df21-76b0-437a-84f5-48e9525ed22d;3;dd432b63-3b05-4c6c-aaf8-7f711f7acae7;2024-03-22 21:50:00;;;;;2396562
0e653f58-3e0c-43d0-aed9-6d4ac62dc68e;4;dd432b63-3b05-4c6c-aaf8-7f711f7acae7;2024-03-22 21:50:00;;;;;9081547
f0269d77-8156-444c-b43a-b18abd420958;1;624d5e69-40f2-4a0e-a9ba-8095b0150c0f;2024-03-22 21:50:00;Инстаграмм;Десктоп;;79;
23c32166-64eb-4e07-a539-d707760ffc3b;1;6222dfa0-6bbf-4f96-bb43-9747e29359ae;2024-03-22 21:50:00;Фейсбук;Планшет;;29;
525f902e-5add-47f5-a607-60a7ddaa054b;2;6222dfa0-6bbf-4f96-bb43-9747e29359ae;2024-03-22 21:50:00;Опера;;True;;
b757c859-0376-4990-b8a5-39b14c057463;3;6222dfa0-6bbf-4f96-bb43-9747e29359ae;2024-03-22 21:50:00;;;;;71074
